"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5179","has title","WebKit","2026-07-16","passed","2026-07-16","","example.spec.ts","",""
"","2703","has title","Firefox","2026-07-16","passed","2026-07-16","","example.spec.ts","",""
"","148","Validate GET users API","Firefox","2026-07-16","passed","2026-07-16","API Tests - ReqRes","api.spec.ts","",""
"","1589","User can login successfully","WebKit","2026-07-16","passed","2026-07-16","Login Feature","login.spec.ts","",""
"","6382","get started link","WebKit","2026-07-16","passed","2026-07-16","","example.spec.ts","",""
"","1156","User can login successfully","Firefox","2026-07-16","passed","2026-07-16","Login Feature","login.spec.ts","",""
"","3219","get started link","Firefox","2026-07-16","passed","2026-07-16","","example.spec.ts","",""
"","111","Validate GET users API","WebKit","2026-07-16","passed","2026-07-16","API Tests - ReqRes","api.spec.ts","",""
"","742","User can login successfully","Chromium","2026-07-16","passed","2026-07-16","Login Feature","login.spec.ts","",""
"","484","Validate GET users API","Chromium","2026-07-16","passed","2026-07-16","API Tests - ReqRes","api.spec.ts","",""
"","1017","has title","Chromium","2026-07-16","passed","2026-07-16","","example.spec.ts","",""
"","1202","get started link","Chromium","2026-07-16","passed","2026-07-16","","example.spec.ts","",""
