"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1076","get started link","Chromium","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","951","has title","Chromium","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","308","Validate GET users API","Chromium","2026-09-17","passed","2026-09-17","API Tests - ReqRes","api.spec.ts","",""
"","732","User can login successfully","Chromium","2026-09-17","passed","2026-09-17","Login Feature","login.spec.ts","",""
"","94","Validate GET users API","WebKit","2026-09-17","passed","2026-09-17","API Tests - ReqRes","api.spec.ts","",""
"","2849","get started link","Firefox","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","4679","get started link","WebKit","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","937","User can login successfully","Firefox","2026-09-17","passed","2026-09-17","Login Feature","login.spec.ts","",""
"","120","Validate GET users API","Firefox","2026-09-17","passed","2026-09-17","API Tests - ReqRes","api.spec.ts","",""
"","2638","User can login successfully","WebKit","2026-09-17","passed","2026-09-17","Login Feature","login.spec.ts","",""
"","2380","has title","Firefox","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
"","1672","has title","WebKit","2026-09-17","passed","2026-09-17","","example.spec.ts","",""
