"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","95","Validate GET users API","Firefox","2026-09-12","passed","2026-09-12","API Tests - ReqRes","api.spec.ts","",""
"","2047","has title","WebKit","2026-09-12","passed","2026-09-12","","example.spec.ts","",""
"","2774","get started link","Firefox","2026-09-12","passed","2026-09-12","","example.spec.ts","",""
"","100","Validate GET users API","WebKit","2026-09-12","passed","2026-09-12","API Tests - ReqRes","api.spec.ts","",""
"","370","Validate GET users API","Chromium","2026-09-12","passed","2026-09-12","API Tests - ReqRes","api.spec.ts","",""
"","2474","has title","Firefox","2026-09-12","passed","2026-09-12","","example.spec.ts","",""
"","5105","get started link","WebKit","2026-09-12","passed","2026-09-12","","example.spec.ts","",""
"","1094","get started link","Chromium","2026-09-12","passed","2026-09-12","","example.spec.ts","",""
"","2453","User can login successfully","WebKit","2026-09-12","passed","2026-09-12","Login Feature","login.spec.ts","",""
"","774","User can login successfully","Chromium","2026-09-12","passed","2026-09-12","Login Feature","login.spec.ts","",""
"","891","has title","Chromium","2026-09-12","passed","2026-09-12","","example.spec.ts","",""
"","1039","User can login successfully","Firefox","2026-09-12","passed","2026-09-12","Login Feature","login.spec.ts","",""
