"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1103","get started link","Chromium","2026-09-07","passed","2026-09-07","","example.spec.ts","",""
"","1898","has title","Firefox","2026-09-07","passed","2026-09-07","","example.spec.ts","",""
"","613","User can login successfully","Chromium","2026-09-07","passed","2026-09-07","Login Feature","login.spec.ts","",""
"","5896","has title","WebKit","2026-09-07","passed","2026-09-07","","example.spec.ts","",""
"","2171","get started link","Firefox","2026-09-07","passed","2026-09-07","","example.spec.ts","",""
"","84","Validate GET users API","WebKit","2026-09-07","passed","2026-09-07","API Tests - ReqRes","api.spec.ts","",""
"","7054","get started link","WebKit","2026-09-07","passed","2026-09-07","","example.spec.ts","",""
"","793","has title","Chromium","2026-09-07","passed","2026-09-07","","example.spec.ts","",""
"","91","Validate GET users API","Firefox","2026-09-07","passed","2026-09-07","API Tests - ReqRes","api.spec.ts","",""
"","856","User can login successfully","Firefox","2026-09-07","passed","2026-09-07","Login Feature","login.spec.ts","",""
"","288","Validate GET users API","Chromium","2026-09-07","passed","2026-09-07","API Tests - ReqRes","api.spec.ts","",""
"","1457","User can login successfully","WebKit","2026-09-07","passed","2026-09-07","Login Feature","login.spec.ts","",""
