"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","983","has title","Chromium","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","104","Validate GET users API","Firefox","2026-09-14","passed","2026-09-14","API Tests - ReqRes","api.spec.ts","",""
"","100","Validate GET users API","WebKit","2026-09-14","passed","2026-09-14","API Tests - ReqRes","api.spec.ts","",""
"","3419","has title","WebKit","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","2510","has title","Firefox","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","1059","User can login successfully","Firefox","2026-09-14","passed","2026-09-14","Login Feature","login.spec.ts","",""
"","1805","User can login successfully","WebKit","2026-09-14","passed","2026-09-14","Login Feature","login.spec.ts","",""
"","1156","get started link","Chromium","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","2756","get started link","Firefox","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","714","User can login successfully","Chromium","2026-09-14","passed","2026-09-14","Login Feature","login.spec.ts","",""
"","4893","get started link","WebKit","2026-09-14","passed","2026-09-14","","example.spec.ts","",""
"","332","Validate GET users API","Chromium","2026-09-14","passed","2026-09-14","API Tests - ReqRes","api.spec.ts","",""
