"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","143","Validate GET users API","WebKit","2026-08-20","passed","2026-08-20","API Tests - ReqRes","api.spec.ts","",""
"","840","User can login successfully","Firefox","2026-08-20","passed","2026-08-20","Login Feature","login.spec.ts","",""
"","1769","has title","Firefox","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","890","User can login successfully","Chromium","2026-08-20","passed","2026-08-20","Login Feature","login.spec.ts","",""
"","9282","has title","WebKit","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","711","get started link","Chromium","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","1335","User can login successfully","WebKit","2026-08-20","passed","2026-08-20","Login Feature","login.spec.ts","",""
"","124","Validate GET users API","Firefox","2026-08-20","passed","2026-08-20","API Tests - ReqRes","api.spec.ts","",""
"","1966","get started link","Firefox","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","461","Validate GET users API","Chromium","2026-08-20","passed","2026-08-20","API Tests - ReqRes","api.spec.ts","",""
"","10142","get started link","WebKit","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
"","661","has title","Chromium","2026-08-20","passed","2026-08-20","","example.spec.ts","",""
