"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2612","has title","WebKit","2026-09-06","passed","2026-09-06","","example.spec.ts","",""
"","2080","get started link","Firefox","2026-09-06","passed","2026-09-06","","example.spec.ts","",""
"","605","User can login successfully","Chromium","2026-09-06","passed","2026-09-06","Login Feature","login.spec.ts","",""
"","363","Validate GET users API","Chromium","2026-09-06","passed","2026-09-06","API Tests - ReqRes","api.spec.ts","",""
"","3440","get started link","WebKit","2026-09-06","passed","2026-09-06","","example.spec.ts","",""
"","113","Validate GET users API","Firefox","2026-09-06","passed","2026-09-06","API Tests - ReqRes","api.spec.ts","",""
"","1865","has title","Firefox","2026-09-06","passed","2026-09-06","","example.spec.ts","",""
"","893","get started link","Chromium","2026-09-06","passed","2026-09-06","","example.spec.ts","",""
"","813","User can login successfully","Firefox","2026-09-06","passed","2026-09-06","Login Feature","login.spec.ts","",""
"","719","has title","Chromium","2026-09-06","passed","2026-09-06","","example.spec.ts","",""
"","1241","User can login successfully","WebKit","2026-09-06","passed","2026-09-06","Login Feature","login.spec.ts","",""
"","98","Validate GET users API","WebKit","2026-09-06","passed","2026-09-06","API Tests - ReqRes","api.spec.ts","",""
