"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2213","get started link","Firefox","2026-09-08","passed","2026-09-08","","example.spec.ts","",""
"","145","Validate GET users API","Chromium","2026-09-08","passed","2026-09-08","API Tests - ReqRes","api.spec.ts","",""
"","948","get started link","Chromium","2026-09-08","passed","2026-09-08","","example.spec.ts","",""
"","5961","get started link","WebKit","2026-09-08","passed","2026-09-08","","example.spec.ts","",""
"","1367","User can login successfully","WebKit","2026-09-08","passed","2026-09-08","Login Feature","login.spec.ts","",""
"","852","has title","Chromium","2026-09-08","passed","2026-09-08","","example.spec.ts","",""
"","88","Validate GET users API","WebKit","2026-09-08","passed","2026-09-08","API Tests - ReqRes","api.spec.ts","",""
"","544","User can login successfully","Chromium","2026-09-08","passed","2026-09-08","Login Feature","login.spec.ts","",""
"","5142","has title","WebKit","2026-09-08","passed","2026-09-08","","example.spec.ts","",""
"","843","User can login successfully","Firefox","2026-09-08","passed","2026-09-08","Login Feature","login.spec.ts","",""
"","1901","has title","Firefox","2026-09-08","passed","2026-09-08","","example.spec.ts","",""
"","89","Validate GET users API","Firefox","2026-09-08","passed","2026-09-08","API Tests - ReqRes","api.spec.ts","",""
