"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9039","get started link","WebKit","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","1027","User can login successfully","Firefox","2026-08-30","passed","2026-08-30","Login Feature","login.spec.ts","",""
"","3115","get started link","Firefox","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","1569","get started link","Chromium","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","104","Validate GET users API","Firefox","2026-08-30","passed","2026-08-30","API Tests - ReqRes","api.spec.ts","",""
"","3094","has title","Firefox","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","7121","has title","WebKit","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
"","346","Validate GET users API","Chromium","2026-08-30","passed","2026-08-30","API Tests - ReqRes","api.spec.ts","",""
"","103","Validate GET users API","WebKit","2026-08-30","passed","2026-08-30","API Tests - ReqRes","api.spec.ts","",""
"","1643","User can login successfully","WebKit","2026-08-30","passed","2026-08-30","Login Feature","login.spec.ts","",""
"","659","User can login successfully","Chromium","2026-08-30","passed","2026-08-30","Login Feature","login.spec.ts","",""
"","1609","has title","Chromium","2026-08-30","passed","2026-08-30","","example.spec.ts","",""
