"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","79","Validate GET users API","Firefox","2026-07-06","passed","2026-07-06","API Tests - ReqRes","api.spec.ts","",""
"","2629","get started link","Firefox","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","919","has title","Chromium","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","1167","User can login successfully","Firefox","2026-07-06","passed","2026-07-06","Login Feature","login.spec.ts","",""
"","4702","has title","WebKit","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","1670","User can login successfully","WebKit","2026-07-06","passed","2026-07-06","Login Feature","login.spec.ts","",""
"","1042","get started link","Chromium","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","2436","has title","Firefox","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","834","User can login successfully","Chromium","2026-07-06","passed","2026-07-06","Login Feature","login.spec.ts","",""
"","95","Validate GET users API","WebKit","2026-07-06","passed","2026-07-06","API Tests - ReqRes","api.spec.ts","",""
"","5662","get started link","WebKit","2026-07-06","passed","2026-07-06","","example.spec.ts","",""
"","270","Validate GET users API","Chromium","2026-07-06","passed","2026-07-06","API Tests - ReqRes","api.spec.ts","",""
