"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2388","has title","Firefox","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","3421","has title","WebKit","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","1006","User can login successfully","Chromium","2026-09-03","passed","2026-09-03","Login Feature","login.spec.ts","",""
"","1066","has title","Chromium","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","4413","get started link","WebKit","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","2699","get started link","Firefox","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","134","Validate GET users API","WebKit","2026-09-03","passed","2026-09-03","API Tests - ReqRes","api.spec.ts","",""
"","1671","User can login successfully","WebKit","2026-09-03","passed","2026-09-03","Login Feature","login.spec.ts","",""
"","1068","get started link","Chromium","2026-09-03","passed","2026-09-03","","example.spec.ts","",""
"","1109","User can login successfully","Firefox","2026-09-03","passed","2026-09-03","Login Feature","login.spec.ts","",""
"","434","Validate GET users API","Chromium","2026-09-03","passed","2026-09-03","API Tests - ReqRes","api.spec.ts","",""
"","148","Validate GET users API","Firefox","2026-09-03","passed","2026-09-03","API Tests - ReqRes","api.spec.ts","",""
