"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1006","User can login successfully","Firefox","2026-07-28","passed","2026-07-28","Login Feature","login.spec.ts","",""
"","93","Validate GET users API","WebKit","2026-07-28","passed","2026-07-28","API Tests - ReqRes","api.spec.ts","",""
"","6098","has title","WebKit","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","1698","User can login successfully","WebKit","2026-07-28","passed","2026-07-28","Login Feature","login.spec.ts","",""
"","7307","get started link","WebKit","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","709","User can login successfully","Chromium","2026-07-28","passed","2026-07-28","Login Feature","login.spec.ts","",""
"","1071","get started link","Chromium","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","408","Validate GET users API","Chromium","2026-07-28","passed","2026-07-28","API Tests - ReqRes","api.spec.ts","",""
"","2397","has title","Firefox","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","2730","get started link","Firefox","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
"","102","Validate GET users API","Firefox","2026-07-28","passed","2026-07-28","API Tests - ReqRes","api.spec.ts","",""
"","898","has title","Chromium","2026-07-28","passed","2026-07-28","","example.spec.ts","",""
