"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7217","get started link","WebKit","2026-07-27","passed","2026-07-27","","example.spec.ts","",""
"","2619","get started link","Firefox","2026-07-27","passed","2026-07-27","","example.spec.ts","",""
"","763","User can login successfully","Chromium","2026-07-27","passed","2026-07-27","Login Feature","login.spec.ts","",""
"","1336","User can login successfully","Firefox","2026-07-27","passed","2026-07-27","Login Feature","login.spec.ts","",""
"","379","Validate GET users API","Chromium","2026-07-27","passed","2026-07-27","API Tests - ReqRes","api.spec.ts","",""
"","1730","User can login successfully","WebKit","2026-07-27","passed","2026-07-27","Login Feature","login.spec.ts","",""
"","932","has title","Chromium","2026-07-27","passed","2026-07-27","","example.spec.ts","",""
"","1007","get started link","Chromium","2026-07-27","passed","2026-07-27","","example.spec.ts","",""
"","281","Validate GET users API","Firefox","2026-07-27","passed","2026-07-27","API Tests - ReqRes","api.spec.ts","",""
"","114","Validate GET users API","WebKit","2026-07-27","passed","2026-07-27","API Tests - ReqRes","api.spec.ts","",""
"","1880","has title","Firefox","2026-07-27","passed","2026-07-27","","example.spec.ts","",""
"","6279","has title","WebKit","2026-07-27","passed","2026-07-27","","example.spec.ts","",""
