"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","692","Validate GET users API","Chromium","2026-08-23","passed","2026-08-23","API Tests - ReqRes","api.spec.ts","",""
"","1364","User can login successfully","WebKit","2026-08-23","passed","2026-08-23","Login Feature","login.spec.ts","",""
"","121","Validate GET users API","WebKit","2026-08-23","passed","2026-08-23","API Tests - ReqRes","api.spec.ts","",""
"","706","User can login successfully","Chromium","2026-08-23","passed","2026-08-23","Login Feature","login.spec.ts","",""
"","774","get started link","Chromium","2026-08-23","passed","2026-08-23","","example.spec.ts","",""
"","982","has title","Chromium","2026-08-23","passed","2026-08-23","","example.spec.ts","",""
"","1621","has title","Firefox","2026-08-23","passed","2026-08-23","","example.spec.ts","",""
"","817","User can login successfully","Firefox","2026-08-23","passed","2026-08-23","Login Feature","login.spec.ts","",""
"","2126","get started link","Firefox","2026-08-23","passed","2026-08-23","","example.spec.ts","",""
"","131","Validate GET users API","Firefox","2026-08-23","passed","2026-08-23","API Tests - ReqRes","api.spec.ts","",""
"","6612","has title","WebKit","2026-08-23","passed","2026-08-23","","example.spec.ts","",""
"","7488","get started link","WebKit","2026-08-23","passed","2026-08-23","","example.spec.ts","",""
