"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2712","get started link","Firefox","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","98","Validate GET users API","Firefox","2026-09-20","passed","2026-09-20","API Tests - ReqRes","api.spec.ts","",""
"","8418","get started link","WebKit","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","265","Validate GET users API","Chromium","2026-09-20","passed","2026-09-20","API Tests - ReqRes","api.spec.ts","",""
"","1099","User can login successfully","Firefox","2026-09-20","passed","2026-09-20","Login Feature","login.spec.ts","",""
"","1158","get started link","Chromium","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","89","Validate GET users API","WebKit","2026-09-20","passed","2026-09-20","API Tests - ReqRes","api.spec.ts","",""
"","1790","User can login successfully","WebKit","2026-09-20","passed","2026-09-20","Login Feature","login.spec.ts","",""
"","2369","has title","Firefox","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","809","User can login successfully","Chromium","2026-09-20","passed","2026-09-20","Login Feature","login.spec.ts","",""
"","7221","has title","WebKit","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
"","1000","has title","Chromium","2026-09-20","passed","2026-09-20","","example.spec.ts","",""
