"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","898","User can login successfully","Firefox","2026-08-12","passed","2026-08-12","Login Feature","login.spec.ts","",""
"","4054","get started link","Firefox","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","540","User can login successfully","Chromium","2026-08-12","passed","2026-08-12","Login Feature","login.spec.ts","",""
"","1687","User can login successfully","WebKit","2026-08-12","passed","2026-08-12","Login Feature","login.spec.ts","",""
"","3388","get started link","WebKit","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","962","has title","Chromium","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","988","get started link","Chromium","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","130","Validate GET users API","WebKit","2026-08-12","passed","2026-08-12","API Tests - ReqRes","api.spec.ts","",""
"","504","Validate GET users API","Chromium","2026-08-12","passed","2026-08-12","API Tests - ReqRes","api.spec.ts","",""
"","3235","has title","Firefox","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","1584","has title","WebKit","2026-08-12","passed","2026-08-12","","example.spec.ts","",""
"","112","Validate GET users API","Firefox","2026-08-12","passed","2026-08-12","API Tests - ReqRes","api.spec.ts","",""
