"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","886","get started link","Chromium","2026-09-18","passed","2026-09-18","","example.spec.ts","",""
"","779","User can login successfully","Firefox","2026-09-18","passed","2026-09-18","Login Feature","login.spec.ts","",""
"","6897","get started link","WebKit","2026-09-18","passed","2026-09-18","","example.spec.ts","",""
"","608","User can login successfully","Chromium","2026-09-18","passed","2026-09-18","Login Feature","login.spec.ts","",""
"","111","Validate GET users API","Chromium","2026-09-18","passed","2026-09-18","API Tests - ReqRes","api.spec.ts","",""
"","92","Validate GET users API","Firefox","2026-09-18","passed","2026-09-18","API Tests - ReqRes","api.spec.ts","",""
"","5746","has title","WebKit","2026-09-18","passed","2026-09-18","","example.spec.ts","",""
"","1450","User can login successfully","WebKit","2026-09-18","passed","2026-09-18","Login Feature","login.spec.ts","",""
"","2054","get started link","Firefox","2026-09-18","passed","2026-09-18","","example.spec.ts","",""
"","71","Validate GET users API","WebKit","2026-09-18","passed","2026-09-18","API Tests - ReqRes","api.spec.ts","",""
"","841","has title","Chromium","2026-09-18","passed","2026-09-18","","example.spec.ts","",""
"","1754","has title","Firefox","2026-09-18","passed","2026-09-18","","example.spec.ts","",""
