"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","115","Validate GET users API","Firefox","2026-07-25","passed","2026-07-25","API Tests - ReqRes","api.spec.ts","",""
"","2245","has title","Firefox","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","12888","has title","WebKit","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","14133","get started link","WebKit","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","263","Validate GET users API","Chromium","2026-07-25","passed","2026-07-25","API Tests - ReqRes","api.spec.ts","",""
"","98","Validate GET users API","WebKit","2026-07-25","passed","2026-07-25","API Tests - ReqRes","api.spec.ts","",""
"","3043","get started link","Firefox","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","1428","User can login successfully","Firefox","2026-07-25","passed","2026-07-25","Login Feature","login.spec.ts","",""
"","1953","User can login successfully","WebKit","2026-07-25","passed","2026-07-25","Login Feature","login.spec.ts","",""
"","642","User can login successfully","Chromium","2026-07-25","passed","2026-07-25","Login Feature","login.spec.ts","",""
"","986","has title","Chromium","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
"","1198","get started link","Chromium","2026-07-25","passed","2026-07-25","","example.spec.ts","",""
