"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","97","Validate GET users API","Firefox","2026-08-10","passed","2026-08-10","API Tests - ReqRes","api.spec.ts","",""
"","1762","User can login successfully","WebKit","2026-08-10","passed","2026-08-10","Login Feature","login.spec.ts","",""
"","660","Validate GET users API","Chromium","2026-08-10","passed","2026-08-10","API Tests - ReqRes","api.spec.ts","",""
"","6873","has title","WebKit","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","1416","User can login successfully","Firefox","2026-08-10","passed","2026-08-10","Login Feature","login.spec.ts","",""
"","2171","has title","Firefox","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","83","Validate GET users API","WebKit","2026-08-10","passed","2026-08-10","API Tests - ReqRes","api.spec.ts","",""
"","2957","get started link","Firefox","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","825","has title","Chromium","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","801","User can login successfully","Chromium","2026-08-10","passed","2026-08-10","Login Feature","login.spec.ts","",""
"","1088","get started link","Chromium","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
"","7906","get started link","WebKit","2026-08-10","passed","2026-08-10","","example.spec.ts","",""
