"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2947","get started link","Firefox","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","78","Validate GET users API","WebKit","2026-09-09","passed","2026-09-09","API Tests - ReqRes","api.spec.ts","",""
"","104","Validate GET users API","Firefox","2026-09-09","passed","2026-09-09","API Tests - ReqRes","api.spec.ts","",""
"","1004","has title","Chromium","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","6870","has title","WebKit","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","1014","User can login successfully","Firefox","2026-09-09","passed","2026-09-09","Login Feature","login.spec.ts","",""
"","126","Validate GET users API","Chromium","2026-09-09","passed","2026-09-09","API Tests - ReqRes","api.spec.ts","",""
"","1916","User can login successfully","WebKit","2026-09-09","passed","2026-09-09","Login Feature","login.spec.ts","",""
"","2375","has title","Firefox","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","8645","get started link","WebKit","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
"","631","User can login successfully","Chromium","2026-09-09","passed","2026-09-09","Login Feature","login.spec.ts","",""
"","1164","get started link","Chromium","2026-09-09","passed","2026-09-09","","example.spec.ts","",""
