"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2159","has title","Firefox","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","6510","has title","WebKit","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","817","User can login successfully","Chromium","2026-09-15","passed","2026-09-15","Login Feature","login.spec.ts","",""
"","952","User can login successfully","Firefox","2026-09-15","passed","2026-09-15","Login Feature","login.spec.ts","",""
"","99","Validate GET users API","Firefox","2026-09-15","passed","2026-09-15","API Tests - ReqRes","api.spec.ts","",""
"","2723","get started link","Firefox","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","283","Validate GET users API","Chromium","2026-09-15","passed","2026-09-15","API Tests - ReqRes","api.spec.ts","",""
"","94","Validate GET users API","WebKit","2026-09-15","passed","2026-09-15","API Tests - ReqRes","api.spec.ts","",""
"","994","has title","Chromium","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","1105","get started link","Chromium","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","7549","get started link","WebKit","2026-09-15","passed","2026-09-15","","example.spec.ts","",""
"","1828","User can login successfully","WebKit","2026-09-15","passed","2026-09-15","Login Feature","login.spec.ts","",""
