"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1408","has title","WebKit","2026-07-21","passed","2026-07-21","","example.spec.ts","",""
"","329","Validate GET users API","Chromium","2026-07-21","passed","2026-07-21","API Tests - ReqRes","api.spec.ts","",""
"","96","Validate GET users API","WebKit","2026-07-21","passed","2026-07-21","API Tests - ReqRes","api.spec.ts","",""
"","1739","has title","Firefox","2026-07-21","passed","2026-07-21","","example.spec.ts","",""
"","2782","get started link","WebKit","2026-07-21","passed","2026-07-21","","example.spec.ts","",""
"","96","Validate GET users API","Firefox","2026-07-21","passed","2026-07-21","API Tests - ReqRes","api.spec.ts","",""
"","580","User can login successfully","Chromium","2026-07-21","passed","2026-07-21","Login Feature","login.spec.ts","",""
"","1824","get started link","Firefox","2026-07-21","passed","2026-07-21","","example.spec.ts","",""
"","984","User can login successfully","Firefox","2026-07-21","passed","2026-07-21","Login Feature","login.spec.ts","",""
"","785","get started link","Chromium","2026-07-21","passed","2026-07-21","","example.spec.ts","",""
"","893","has title","Chromium","2026-07-21","passed","2026-07-21","","example.spec.ts","",""
"","969","User can login successfully","WebKit","2026-07-21","passed","2026-07-21","Login Feature","login.spec.ts","",""
