"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","104","Validate GET users API","WebKit","2026-09-26","passed","2026-09-26","API Tests - ReqRes","api.spec.ts","",""
"","2041","get started link","Firefox","2026-09-26","passed","2026-09-26","","example.spec.ts","",""
"","110","Validate GET users API","Firefox","2026-09-26","passed","2026-09-26","API Tests - ReqRes","api.spec.ts","",""
"","1462","has title","Firefox","2026-09-26","passed","2026-09-26","","example.spec.ts","",""
"","654","User can login successfully","Chromium","2026-09-26","passed","2026-09-26","Login Feature","login.spec.ts","",""
"","1035","User can login successfully","Firefox","2026-09-26","passed","2026-09-26","Login Feature","login.spec.ts","",""
"","1122","User can login successfully","WebKit","2026-09-26","passed","2026-09-26","Login Feature","login.spec.ts","",""
"","621","has title","Chromium","2026-09-26","passed","2026-09-26","","example.spec.ts","",""
"","941","get started link","Chromium","2026-09-26","passed","2026-09-26","","example.spec.ts","",""
"","4997","get started link","WebKit","2026-09-26","passed","2026-09-26","","example.spec.ts","",""
"","307","Validate GET users API","Chromium","2026-09-26","passed","2026-09-26","API Tests - ReqRes","api.spec.ts","",""
"","4468","has title","WebKit","2026-09-26","passed","2026-09-26","","example.spec.ts","",""
