"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","961","get started link","Chromium","2026-07-05","passed","2026-07-05","","example.spec.ts","",""
"","3706","get started link","WebKit","2026-07-05","passed","2026-07-05","","example.spec.ts","",""
"","1438","User can login successfully","WebKit","2026-07-05","passed","2026-07-05","Login Feature","login.spec.ts","",""
"","2255","has title","WebKit","2026-07-05","passed","2026-07-05","","example.spec.ts","",""
"","75","Validate GET users API","WebKit","2026-07-05","passed","2026-07-05","API Tests - ReqRes","api.spec.ts","",""
"","2110","get started link","Firefox","2026-07-05","passed","2026-07-05","","example.spec.ts","",""
"","68","Validate GET users API","Firefox","2026-07-05","passed","2026-07-05","API Tests - ReqRes","api.spec.ts","",""
"","899","User can login successfully","Firefox","2026-07-05","passed","2026-07-05","Login Feature","login.spec.ts","",""
"","702","User can login successfully","Chromium","2026-07-05","passed","2026-07-05","Login Feature","login.spec.ts","",""
"","262","Validate GET users API","Chromium","2026-07-05","passed","2026-07-05","API Tests - ReqRes","api.spec.ts","",""
"","1807","has title","Firefox","2026-07-05","passed","2026-07-05","","example.spec.ts","",""
"","992","has title","Chromium","2026-07-05","passed","2026-07-05","","example.spec.ts","",""
