"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","811","User can login successfully","Chromium","2026-08-22","passed","2026-08-22","Login Feature","login.spec.ts","",""
"","4299","has title","WebKit","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","102","Validate GET users API","Firefox","2026-08-22","passed","2026-08-22","API Tests - ReqRes","api.spec.ts","",""
"","91","Validate GET users API","WebKit","2026-08-22","passed","2026-08-22","API Tests - ReqRes","api.spec.ts","",""
"","5531","get started link","WebKit","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","1018","has title","Chromium","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","234","Validate GET users API","Chromium","2026-08-22","passed","2026-08-22","API Tests - ReqRes","api.spec.ts","",""
"","2814","get started link","Firefox","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","1100","get started link","Chromium","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","1665","User can login successfully","WebKit","2026-08-22","passed","2026-08-22","Login Feature","login.spec.ts","",""
"","2296","has title","Firefox","2026-08-22","passed","2026-08-22","","example.spec.ts","",""
"","1060","User can login successfully","Firefox","2026-08-22","passed","2026-08-22","Login Feature","login.spec.ts","",""
