"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","474","Validate GET users API","Chromium","2026-09-24","passed","2026-09-24","API Tests - ReqRes","api.spec.ts","",""
"","809","User can login successfully","Firefox","2026-09-24","passed","2026-09-24","Login Feature","login.spec.ts","",""
"","3205","get started link","WebKit","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","837","get started link","Chromium","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","1363","User can login successfully","WebKit","2026-09-24","passed","2026-09-24","Login Feature","login.spec.ts","",""
"","1895","has title","Firefox","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","98","Validate GET users API","WebKit","2026-09-24","passed","2026-09-24","API Tests - ReqRes","api.spec.ts","",""
"","2402","has title","WebKit","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","685","has title","Chromium","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","2542","get started link","Firefox","2026-09-24","passed","2026-09-24","","example.spec.ts","",""
"","100","Validate GET users API","Firefox","2026-09-24","passed","2026-09-24","API Tests - ReqRes","api.spec.ts","",""
"","745","User can login successfully","Chromium","2026-09-24","passed","2026-09-24","Login Feature","login.spec.ts","",""
