"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1809","User can login successfully","WebKit","2026-07-12","passed","2026-07-12","Login Feature","login.spec.ts","",""
"","110","Validate GET users API","WebKit","2026-07-12","passed","2026-07-12","API Tests - ReqRes","api.spec.ts","",""
"","931","get started link","Chromium","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","3564","get started link","WebKit","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","1488","has title","WebKit","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","116","Validate GET users API","Firefox","2026-07-12","passed","2026-07-12","API Tests - ReqRes","api.spec.ts","",""
"","2037","has title","Firefox","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","1052","User can login successfully","Firefox","2026-07-12","passed","2026-07-12","Login Feature","login.spec.ts","",""
"","2337","get started link","Firefox","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","722","User can login successfully","Chromium","2026-07-12","passed","2026-07-12","Login Feature","login.spec.ts","",""
"","753","has title","Chromium","2026-07-12","passed","2026-07-12","","example.spec.ts","",""
"","498","Validate GET users API","Chromium","2026-07-12","passed","2026-07-12","API Tests - ReqRes","api.spec.ts","",""
