"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","105","Validate GET users API","Firefox","2026-08-14","passed","2026-08-14","API Tests - ReqRes","api.spec.ts","",""
"","8049","has title","WebKit","2026-08-14","passed","2026-08-14","","example.spec.ts","",""
"","77","Validate GET users API","WebKit","2026-08-14","passed","2026-08-14","API Tests - ReqRes","api.spec.ts","",""
"","1679","User can login successfully","WebKit","2026-08-14","passed","2026-08-14","Login Feature","login.spec.ts","",""
"","710","User can login successfully","Chromium","2026-08-14","passed","2026-08-14","Login Feature","login.spec.ts","",""
"","929","has title","Chromium","2026-08-14","passed","2026-08-14","","example.spec.ts","",""
"","339","Validate GET users API","Chromium","2026-08-14","passed","2026-08-14","API Tests - ReqRes","api.spec.ts","",""
"","939","User can login successfully","Firefox","2026-08-14","passed","2026-08-14","Login Feature","login.spec.ts","",""
"","2655","get started link","Firefox","2026-08-14","passed","2026-08-14","","example.spec.ts","",""
"","994","get started link","Chromium","2026-08-14","passed","2026-08-14","","example.spec.ts","",""
"","2199","has title","Firefox","2026-08-14","passed","2026-08-14","","example.spec.ts","",""
"","9745","get started link","WebKit","2026-08-14","passed","2026-08-14","","example.spec.ts","",""
