"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1171","has title","Chromium","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","235","Validate GET users API","Chromium","2026-08-15","passed","2026-08-15","API Tests - ReqRes","api.spec.ts","",""
"","1256","get started link","Chromium","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","848","User can login successfully","Chromium","2026-08-15","passed","2026-08-15","Login Feature","login.spec.ts","",""
"","1436","User can login successfully","Firefox","2026-08-15","passed","2026-08-15","Login Feature","login.spec.ts","",""
"","93","Validate GET users API","WebKit","2026-08-15","passed","2026-08-15","API Tests - ReqRes","api.spec.ts","",""
"","112","Validate GET users API","Firefox","2026-08-15","passed","2026-08-15","API Tests - ReqRes","api.spec.ts","",""
"","2772","get started link","Firefox","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","5417","has title","WebKit","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","1707","User can login successfully","WebKit","2026-08-15","passed","2026-08-15","Login Feature","login.spec.ts","",""
"","7450","get started link","WebKit","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
"","2229","has title","Firefox","2026-08-15","passed","2026-08-15","","example.spec.ts","",""
