"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1014","has title","Chromium","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","1152","get started link","Chromium","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","273","Validate GET users API","Chromium","2026-07-24","passed","2026-07-24","API Tests - ReqRes","api.spec.ts","",""
"","720","User can login successfully","Chromium","2026-07-24","passed","2026-07-24","Login Feature","login.spec.ts","",""
"","1053","User can login successfully","Firefox","2026-07-24","passed","2026-07-24","Login Feature","login.spec.ts","",""
"","6378","has title","WebKit","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","86","Validate GET users API","WebKit","2026-07-24","passed","2026-07-24","API Tests - ReqRes","api.spec.ts","",""
"","108","Validate GET users API","Firefox","2026-07-24","passed","2026-07-24","API Tests - ReqRes","api.spec.ts","",""
"","2288","has title","Firefox","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","1997","User can login successfully","WebKit","2026-07-24","passed","2026-07-24","Login Feature","login.spec.ts","",""
"","2741","get started link","Firefox","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
"","8338","get started link","WebKit","2026-07-24","passed","2026-07-24","","example.spec.ts","",""
