"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2532","has title","Firefox","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","89","Validate GET users API","WebKit","2026-08-26","passed","2026-08-26","API Tests - ReqRes","api.spec.ts","",""
"","988","User can login successfully","Chromium","2026-08-26","passed","2026-08-26","Login Feature","login.spec.ts","",""
"","1060","User can login successfully","Firefox","2026-08-26","passed","2026-08-26","Login Feature","login.spec.ts","",""
"","487","Validate GET users API","Chromium","2026-08-26","passed","2026-08-26","API Tests - ReqRes","api.spec.ts","",""
"","8459","get started link","WebKit","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","97","Validate GET users API","Firefox","2026-08-26","passed","2026-08-26","API Tests - ReqRes","api.spec.ts","",""
"","1359","get started link","Chromium","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","1054","has title","Chromium","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","1938","User can login successfully","WebKit","2026-08-26","passed","2026-08-26","Login Feature","login.spec.ts","",""
"","7085","has title","WebKit","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
"","2794","get started link","Firefox","2026-08-26","passed","2026-08-26","","example.spec.ts","",""
