"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2428","User can login successfully","WebKit","2026-07-07","passed","2026-07-07","Login Feature","login.spec.ts","",""
"","254","Validate GET users API","Chromium","2026-07-07","passed","2026-07-07","API Tests - ReqRes","api.spec.ts","",""
"","1281","User can login successfully","Firefox","2026-07-07","passed","2026-07-07","Login Feature","login.spec.ts","",""
"","1119","get started link","Chromium","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","114","Validate GET users API","Firefox","2026-07-07","passed","2026-07-07","API Tests - ReqRes","api.spec.ts","",""
"","9443","has title","WebKit","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","2900","get started link","Firefox","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","1084","has title","Chromium","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","12184","get started link","WebKit","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","87","Validate GET users API","WebKit","2026-07-07","passed","2026-07-07","API Tests - ReqRes","api.spec.ts","",""
"","2201","has title","Firefox","2026-07-07","passed","2026-07-07","","example.spec.ts","",""
"","635","User can login successfully","Chromium","2026-07-07","passed","2026-07-07","Login Feature","login.spec.ts","",""
