"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1778","User can login successfully","WebKit","2026-07-26","passed","2026-07-26","Login Feature","login.spec.ts","",""
"","138","Validate GET users API","Firefox","2026-07-26","passed","2026-07-26","API Tests - ReqRes","api.spec.ts","",""
"","2773","get started link","Firefox","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","10288","get started link","WebKit","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","8899","has title","WebKit","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","1019","User can login successfully","Firefox","2026-07-26","passed","2026-07-26","Login Feature","login.spec.ts","",""
"","641","Validate GET users API","Chromium","2026-07-26","passed","2026-07-26","API Tests - ReqRes","api.spec.ts","",""
"","141","Validate GET users API","WebKit","2026-07-26","passed","2026-07-26","API Tests - ReqRes","api.spec.ts","",""
"","809","User can login successfully","Chromium","2026-07-26","passed","2026-07-26","Login Feature","login.spec.ts","",""
"","1449","has title","Chromium","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","2349","has title","Firefox","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
"","1619","get started link","Chromium","2026-07-26","passed","2026-07-26","","example.spec.ts","",""
