"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2364","has title","Firefox","2026-07-29","passed","2026-07-29","","example.spec.ts","",""
"","696","User can login successfully","Chromium","2026-07-29","passed","2026-07-29","Login Feature","login.spec.ts","",""
"","2461","get started link","Firefox","2026-07-29","passed","2026-07-29","","example.spec.ts","",""
"","8691","get started link","WebKit","2026-07-29","passed","2026-07-29","","example.spec.ts","",""
"","1075","User can login successfully","Firefox","2026-07-29","passed","2026-07-29","Login Feature","login.spec.ts","",""
"","7018","has title","WebKit","2026-07-29","passed","2026-07-29","","example.spec.ts","",""
"","985","has title","Chromium","2026-07-29","passed","2026-07-29","","example.spec.ts","",""
"","308","Validate GET users API","Chromium","2026-07-29","passed","2026-07-29","API Tests - ReqRes","api.spec.ts","",""
"","1132","get started link","Chromium","2026-07-29","passed","2026-07-29","","example.spec.ts","",""
"","97","Validate GET users API","Firefox","2026-07-29","passed","2026-07-29","API Tests - ReqRes","api.spec.ts","",""
"","1998","User can login successfully","WebKit","2026-07-29","passed","2026-07-29","Login Feature","login.spec.ts","",""
"","79","Validate GET users API","WebKit","2026-07-29","passed","2026-07-29","API Tests - ReqRes","api.spec.ts","",""
