"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14273","get started link","WebKit","2026-09-10","passed","2026-09-10","","example.spec.ts","",""
"","1070","has title","Chromium","2026-09-10","passed","2026-09-10","","example.spec.ts","",""
"","1839","User can login successfully","WebKit","2026-09-10","passed","2026-09-10","Login Feature","login.spec.ts","",""
"","138","Validate GET users API","Firefox","2026-09-10","passed","2026-09-10","API Tests - ReqRes","api.spec.ts","",""
"","1107","get started link","Chromium","2026-09-10","passed","2026-09-10","","example.spec.ts","",""
"","139","Validate GET users API","Chromium","2026-09-10","passed","2026-09-10","API Tests - ReqRes","api.spec.ts","",""
"","384","Validate GET users API","WebKit","2026-09-10","passed","2026-09-10","API Tests - ReqRes","api.spec.ts","",""
"","2829","has title","Firefox","2026-09-10","passed","2026-09-10","","example.spec.ts","",""
"","2508","get started link","Firefox","2026-09-10","passed","2026-09-10","","example.spec.ts","",""
"","12927","has title","WebKit","2026-09-10","passed","2026-09-10","","example.spec.ts","",""
"","1207","User can login successfully","Firefox","2026-09-10","passed","2026-09-10","Login Feature","login.spec.ts","",""
"","606","User can login successfully","Chromium","2026-09-10","passed","2026-09-10","Login Feature","login.spec.ts","",""
