"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","293","Validate GET users API","Chromium","2026-08-02","passed","2026-08-02","API Tests - ReqRes","api.spec.ts","",""
"","8310","get started link","WebKit","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","2443","has title","Firefox","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","1140","get started link","Chromium","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","649","User can login successfully","Chromium","2026-08-02","passed","2026-08-02","Login Feature","login.spec.ts","",""
"","7092","has title","WebKit","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","1786","User can login successfully","WebKit","2026-08-02","passed","2026-08-02","Login Feature","login.spec.ts","",""
"","1038","User can login successfully","Firefox","2026-08-02","passed","2026-08-02","Login Feature","login.spec.ts","",""
"","84","Validate GET users API","WebKit","2026-08-02","passed","2026-08-02","API Tests - ReqRes","api.spec.ts","",""
"","102","Validate GET users API","Firefox","2026-08-02","passed","2026-08-02","API Tests - ReqRes","api.spec.ts","",""
"","2750","get started link","Firefox","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
"","988","has title","Chromium","2026-08-02","passed","2026-08-02","","example.spec.ts","",""
