"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2721","get started link","Firefox","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","6039","has title","WebKit","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","108","Validate GET users API","Firefox","2026-08-27","passed","2026-08-27","API Tests - ReqRes","api.spec.ts","",""
"","989","has title","Chromium","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","2405","has title","Firefox","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","670","User can login successfully","Chromium","2026-08-27","passed","2026-08-27","Login Feature","login.spec.ts","",""
"","1226","get started link","Chromium","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","1647","User can login successfully","WebKit","2026-08-27","passed","2026-08-27","Login Feature","login.spec.ts","",""
"","1030","User can login successfully","Firefox","2026-08-27","passed","2026-08-27","Login Feature","login.spec.ts","",""
"","125","Validate GET users API","Chromium","2026-08-27","passed","2026-08-27","API Tests - ReqRes","api.spec.ts","",""
"","7229","get started link","WebKit","2026-08-27","passed","2026-08-27","","example.spec.ts","",""
"","90","Validate GET users API","WebKit","2026-08-27","passed","2026-08-27","API Tests - ReqRes","api.spec.ts","",""
