"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1041","has title","Chromium","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","96","Validate GET users API","Firefox","2026-07-04","passed","2026-07-04","API Tests - ReqRes","api.spec.ts","",""
"","811","User can login successfully","Chromium","2026-07-04","passed","2026-07-04","Login Feature","login.spec.ts","",""
"","368","Validate GET users API","Chromium","2026-07-04","passed","2026-07-04","API Tests - ReqRes","api.spec.ts","",""
"","1243","User can login successfully","Firefox","2026-07-04","passed","2026-07-04","Login Feature","login.spec.ts","",""
"","104","Validate GET users API","WebKit","2026-07-04","passed","2026-07-04","API Tests - ReqRes","api.spec.ts","",""
"","7242","has title","WebKit","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","8390","get started link","WebKit","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","1854","User can login successfully","WebKit","2026-07-04","passed","2026-07-04","Login Feature","login.spec.ts","",""
"","2629","get started link","Firefox","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","3147","has title","Firefox","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
"","1122","get started link","Chromium","2026-07-04","passed","2026-07-04","","example.spec.ts","",""
