"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","160","Validate GET users API","WebKit","2026-08-03","passed","2026-08-03","API Tests - ReqRes","api.spec.ts","",""
"","1748","has title","WebKit","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","411","Validate GET users API","Firefox","2026-08-03","passed","2026-08-03","API Tests - ReqRes","api.spec.ts","",""
"","2744","get started link","Firefox","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","834","User can login successfully","Chromium","2026-08-03","passed","2026-08-03","Login Feature","login.spec.ts","",""
"","2236","User can login successfully","WebKit","2026-08-03","passed","2026-08-03","Login Feature","login.spec.ts","",""
"","980","has title","Chromium","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","1355","User can login successfully","Firefox","2026-08-03","passed","2026-08-03","Login Feature","login.spec.ts","",""
"","4232","get started link","WebKit","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","1069","get started link","Chromium","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
"","456","Validate GET users API","Chromium","2026-08-03","passed","2026-08-03","API Tests - ReqRes","api.spec.ts","",""
"","2199","has title","Firefox","2026-08-03","passed","2026-08-03","","example.spec.ts","",""
