"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","137","Validate GET users API","Chromium","2026-09-05","passed","2026-09-05","API Tests - ReqRes","api.spec.ts","",""
"","1669","User can login successfully","WebKit","2026-09-05","passed","2026-09-05","Login Feature","login.spec.ts","",""
"","1074","has title","Chromium","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","89","Validate GET users API","WebKit","2026-09-05","passed","2026-09-05","API Tests - ReqRes","api.spec.ts","",""
"","2551","has title","Firefox","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","983","User can login successfully","Firefox","2026-09-05","passed","2026-09-05","Login Feature","login.spec.ts","",""
"","5340","has title","WebKit","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","2967","get started link","Firefox","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","6383","get started link","WebKit","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","1371","get started link","Chromium","2026-09-05","passed","2026-09-05","","example.spec.ts","",""
"","91","Validate GET users API","Firefox","2026-09-05","passed","2026-09-05","API Tests - ReqRes","api.spec.ts","",""
"","906","User can login successfully","Chromium","2026-09-05","passed","2026-09-05","Login Feature","login.spec.ts","",""
