"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2461","has title","Firefox","2026-08-13","passed","2026-08-13","","example.spec.ts","",""
"","706","User can login successfully","Chromium","2026-08-13","passed","2026-08-13","Login Feature","login.spec.ts","",""
"","986","has title","Chromium","2026-08-13","passed","2026-08-13","","example.spec.ts","",""
"","383","Validate GET users API","Chromium","2026-08-13","passed","2026-08-13","API Tests - ReqRes","api.spec.ts","",""
"","2765","get started link","Firefox","2026-08-13","passed","2026-08-13","","example.spec.ts","",""
"","88","Validate GET users API","WebKit","2026-08-13","passed","2026-08-13","API Tests - ReqRes","api.spec.ts","",""
"","1155","get started link","Chromium","2026-08-13","passed","2026-08-13","","example.spec.ts","",""
"","1836","User can login successfully","WebKit","2026-08-13","passed","2026-08-13","Login Feature","login.spec.ts","",""
"","7718","get started link","WebKit","2026-08-13","passed","2026-08-13","","example.spec.ts","",""
"","6330","has title","WebKit","2026-08-13","passed","2026-08-13","","example.spec.ts","",""
"","112","Validate GET users API","Firefox","2026-08-13","passed","2026-08-13","API Tests - ReqRes","api.spec.ts","",""
"","949","User can login successfully","Firefox","2026-08-13","passed","2026-08-13","Login Feature","login.spec.ts","",""
