"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4759","has title","WebKit","2026-09-25","passed","2026-09-25","","example.spec.ts","",""
"","1495","User can login successfully","Firefox","2026-09-25","passed","2026-09-25","Login Feature","login.spec.ts","",""
"","1834","User can login successfully","WebKit","2026-09-25","passed","2026-09-25","Login Feature","login.spec.ts","",""
"","108","Validate GET users API","Firefox","2026-09-25","passed","2026-09-25","API Tests - ReqRes","api.spec.ts","",""
"","5878","get started link","WebKit","2026-09-25","passed","2026-09-25","","example.spec.ts","",""
"","428","Validate GET users API","Chromium","2026-09-25","passed","2026-09-25","API Tests - ReqRes","api.spec.ts","",""
"","1299","get started link","Chromium","2026-09-25","passed","2026-09-25","","example.spec.ts","",""
"","906","User can login successfully","Chromium","2026-09-25","passed","2026-09-25","Login Feature","login.spec.ts","",""
"","2131","has title","Firefox","2026-09-25","passed","2026-09-25","","example.spec.ts","",""
"","838","has title","Chromium","2026-09-25","passed","2026-09-25","","example.spec.ts","",""
"","101","Validate GET users API","WebKit","2026-09-25","passed","2026-09-25","API Tests - ReqRes","api.spec.ts","",""
"","3184","get started link","Firefox","2026-09-25","passed","2026-09-25","","example.spec.ts","",""
