"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1204","get started link","Chromium","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","8962","get started link","WebKit","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","997","User can login successfully","Firefox","2026-07-13","passed","2026-07-13","Login Feature","login.spec.ts","",""
"","86","Validate GET users API","WebKit","2026-07-13","passed","2026-07-13","API Tests - ReqRes","api.spec.ts","",""
"","2951","get started link","Firefox","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","1068","has title","Chromium","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","655","User can login successfully","Chromium","2026-07-13","passed","2026-07-13","Login Feature","login.spec.ts","",""
"","401","Validate GET users API","Chromium","2026-07-13","passed","2026-07-13","API Tests - ReqRes","api.spec.ts","",""
"","120","Validate GET users API","Firefox","2026-07-13","passed","2026-07-13","API Tests - ReqRes","api.spec.ts","",""
"","2256","has title","Firefox","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","7552","has title","WebKit","2026-07-13","passed","2026-07-13","","example.spec.ts","",""
"","1797","User can login successfully","WebKit","2026-07-13","passed","2026-07-13","Login Feature","login.spec.ts","",""
