"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3368","get started link","WebKit","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
"","2256","has title","WebKit","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
"","826","get started link","Chromium","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
"","75","Validate GET users API","WebKit","2026-07-18","passed","2026-07-18","API Tests - ReqRes","api.spec.ts","",""
"","77","Validate GET users API","Firefox","2026-07-18","passed","2026-07-18","API Tests - ReqRes","api.spec.ts","",""
"","2050","get started link","Firefox","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
"","711","User can login successfully","Firefox","2026-07-18","passed","2026-07-18","Login Feature","login.spec.ts","",""
"","312","Validate GET users API","Chromium","2026-07-18","passed","2026-07-18","API Tests - ReqRes","api.spec.ts","",""
"","720","User can login successfully","Chromium","2026-07-18","passed","2026-07-18","Login Feature","login.spec.ts","",""
"","1235","User can login successfully","WebKit","2026-07-18","passed","2026-07-18","Login Feature","login.spec.ts","",""
"","1651","has title","Firefox","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
"","772","has title","Chromium","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
