"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1027","User can login successfully","Firefox","2026-08-29","passed","2026-08-29","Login Feature","login.spec.ts","",""
"","980","has title","Chromium","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","2399","has title","Firefox","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","401","Validate GET users API","Chromium","2026-08-29","passed","2026-08-29","API Tests - ReqRes","api.spec.ts","",""
"","728","User can login successfully","Chromium","2026-08-29","passed","2026-08-29","Login Feature","login.spec.ts","",""
"","2013","User can login successfully","WebKit","2026-08-29","passed","2026-08-29","Login Feature","login.spec.ts","",""
"","1190","get started link","Chromium","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","96","Validate GET users API","WebKit","2026-08-29","passed","2026-08-29","API Tests - ReqRes","api.spec.ts","",""
"","2836","get started link","Firefox","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","109","Validate GET users API","Firefox","2026-08-29","passed","2026-08-29","API Tests - ReqRes","api.spec.ts","",""
"","7687","get started link","WebKit","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
"","5857","has title","WebKit","2026-08-29","passed","2026-08-29","","example.spec.ts","",""
