"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8106","get started link","WebKit","2026-07-20","passed","2026-07-20","","example.spec.ts","",""
"","6747","has title","WebKit","2026-07-20","passed","2026-07-20","","example.spec.ts","",""
"","115","Validate GET users API","Firefox","2026-07-20","passed","2026-07-20","API Tests - ReqRes","api.spec.ts","",""
"","2309","has title","Firefox","2026-07-20","passed","2026-07-20","","example.spec.ts","",""
"","1798","User can login successfully","WebKit","2026-07-20","passed","2026-07-20","Login Feature","login.spec.ts","",""
"","437","Validate GET users API","Chromium","2026-07-20","passed","2026-07-20","API Tests - ReqRes","api.spec.ts","",""
"","709","User can login successfully","Chromium","2026-07-20","passed","2026-07-20","Login Feature","login.spec.ts","",""
"","1001","has title","Chromium","2026-07-20","passed","2026-07-20","","example.spec.ts","",""
"","94","Validate GET users API","WebKit","2026-07-20","passed","2026-07-20","API Tests - ReqRes","api.spec.ts","",""
"","1150","get started link","Chromium","2026-07-20","passed","2026-07-20","","example.spec.ts","",""
"","3004","get started link","Firefox","2026-07-20","passed","2026-07-20","","example.spec.ts","",""
"","1086","User can login successfully","Firefox","2026-07-20","passed","2026-07-20","Login Feature","login.spec.ts","",""
