"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","778","User can login successfully","Chromium","2026-08-11","passed","2026-08-11","Login Feature","login.spec.ts","",""
"","956","User can login successfully","Firefox","2026-08-11","passed","2026-08-11","Login Feature","login.spec.ts","",""
"","1033","has title","Chromium","2026-08-11","passed","2026-08-11","","example.spec.ts","",""
"","1116","get started link","Chromium","2026-08-11","passed","2026-08-11","","example.spec.ts","",""
"","99","Validate GET users API","Firefox","2026-08-11","passed","2026-08-11","API Tests - ReqRes","api.spec.ts","",""
"","2902","get started link","Firefox","2026-08-11","passed","2026-08-11","","example.spec.ts","",""
"","82","Validate GET users API","WebKit","2026-08-11","passed","2026-08-11","API Tests - ReqRes","api.spec.ts","",""
"","8357","get started link","WebKit","2026-08-11","passed","2026-08-11","","example.spec.ts","",""
"","6952","has title","WebKit","2026-08-11","passed","2026-08-11","","example.spec.ts","",""
"","1752","User can login successfully","WebKit","2026-08-11","passed","2026-08-11","Login Feature","login.spec.ts","",""
"","2430","has title","Firefox","2026-08-11","passed","2026-08-11","","example.spec.ts","",""
"","273","Validate GET users API","Chromium","2026-08-11","passed","2026-08-11","API Tests - ReqRes","api.spec.ts","",""
