"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","933","User can login successfully","Firefox","2026-09-22","passed","2026-09-22","Login Feature","login.spec.ts","",""
"","1375","User can login successfully","WebKit","2026-09-22","passed","2026-09-22","Login Feature","login.spec.ts","",""
"","626","User can login successfully","Chromium","2026-09-22","passed","2026-09-22","Login Feature","login.spec.ts","",""
"","9187","has title","WebKit","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","915","has title","Chromium","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","1086","get started link","Chromium","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","9842","get started link","WebKit","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","2220","get started link","Firefox","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
"","100","Validate GET users API","WebKit","2026-09-22","passed","2026-09-22","API Tests - ReqRes","api.spec.ts","",""
"","335","Validate GET users API","Chromium","2026-09-22","passed","2026-09-22","API Tests - ReqRes","api.spec.ts","",""
"","300","Validate GET users API","Firefox","2026-09-22","passed","2026-09-22","API Tests - ReqRes","api.spec.ts","",""
"","2330","has title","Firefox","2026-09-22","passed","2026-09-22","","example.spec.ts","",""
